76;/;19
152;/;19
28;/;14
52;/;13
108;/;18
39;/;13
12;/;12
51;/;17
39;/;13
68;/;17
45;/;15
80;/;16
95;/;19
36;/;12
84;/;14
76;/;19
98;/;14
90;/;18
60;/;15
26;/;13
48;/;16
32;/;16
75;/;15
72;/;12
34;/;17
56;/;14
98;/;14
51;/;17
78;/;13
57;/;19
85;/;17
65;/;13
36;/;12
112;/;14
77;/;11
56;/;14
84;/;14
65;/;13
162;/;18
12;/;12
51;/;17
39;/;13
68;/;17
